time,source,target,exposure,interest_rate,maturity
1,B5,B39,10.83,0.0399,180
1,B5,B40,16.45,0.0107,180
1,B5,B50,33.87,0.0158,90
1,B5,B56,7.51,0.0243,14
1,B5,B57,22.81,0.0129,30
1,B5,B59,14.12,0.0149,14
1,B5,B66,24.32,0.0408,30
1,B6,B16,32.09,0.0131,180
1,B6,B18,22.07,0.0155,180
1,B6,B20,20.56,0.0157,7
1,B6,B22,31.34,0.0493,14
1,B6,B24,36.67,0.0221,90
1,B6,B27,12.49,0.0379,180
1,B6,B29,8.16,0.0416,180
1,B6,B37,19.17,0.0185,180
1,B6,B39,32.46,0.043,14
1,B6,B44,48.36,0.0361,7
1,B6,B47,9.57,0.0103,14
1,B6,B48,24.24,0.0296,180
1,B6,B50,12.08,0.0402,14
1,B6,B53,14.98,0.0389,14
1,B6,B61,11.16,0.0236,90
1,B6,B65,5.96,0.0308,30
1,B7,B6,15.88,0.0214,30
1,B7,B17,23.67,0.0228,180
1,B7,B18,19.08,0.0269,7
1,B7,B22,16.6,0.0292,180
1,B7,B23,29.81,0.0179,7
1,B7,B31,26.07,0.0193,180
1,B7,B44,44.99,0.0316,90
1,B7,B50,29.09,0.0372,30
1,B7,B53,48.17,0.0143,180
1,B7,B55,12.34,0.0184,14
1,B8,B14,16.04,0.0209,7
1,B8,B19,31.46,0.0282,30
1,B8,B20,41.58,0.0449,180
1,B8,B22,22.8,0.0243,30
1,B8,B23,8.55,0.0286,90
1,B8,B43,25.89,0.0129,180
1,B8,B45,35.86,0.0491,180
1,B8,B53,23.59,0.0173,14
1,B8,B54,17.74,0.0156,90
1,B8,B58,8.91,0.0201,90
1,B8,B63,27.76,0.044,90
1,B9,B8,38.6,0.0477,30
1,B9,B13,24.55,0.0166,180
1,B9,B48,47.79,0.0196,14
1,B9,B50,47.26,0.0477,30
1,B9,B55,28.57,0.0195,30
1,B9,B66,29.83,0.0472,30
1,B10,B0,46.95,0.0428,90
1,B10,B2,46.46,0.0447,7
1,B10,B13,7.36,0.0375,14
1,B10,B23,5.09,0.0234,30
1,B10,B24,12.19,0.0318,14
1,B10,B25,31.57,0.0442,30
1,B10,B26,39.23,0.0471,180
1,B10,B31,30.1,0.027,30
1,B10,B33,16.5,0.0205,14
1,B10,B36,34.95,0.023,90
1,B10,B38,41.47,0.0275,90
1,B10,B45,20.75,0.0498,14
1,B10,B55,6.0,0.0115,14
1,B10,B56,41.04,0.0115,180
1,B11,B1,30.69,0.0492,7
1,B11,B9,40.56,0.037,7
1,B11,B14,33.51,0.0267,7
1,B11,B25,17.27,0.0482,7
1,B11,B33,41.67,0.0361,180
1,B11,B39,24.7,0.0102,7
1,B11,B43,19.51,0.0128,14
1,B11,B52,38.92,0.0485,30
1,B11,B55,32.4,0.0475,90
1,B12,B4,9.58,0.0241,14
1,B12,B7,29.91,0.0382,14
1,B12,B16,7.03,0.0415,180
1,B12,B27,7.16,0.0416,180
1,B12,B28,47.38,0.0272,30
1,B12,B34,35.29,0.0231,7
1,B12,B44,35.75,0.038,180
1,B12,B57,11.45,0.0356,7
1,B12,B62,29.47,0.0222,180
1,B13,B5,44.9,0.0362,90
1,B13,B7,44.11,0.0405,90
1,B13,B12,21.41,0.0136,90
1,B13,B15,27.51,0.0234,14
1,B13,B17,9.28,0.0419,7
1,B13,B18,6.36,0.0397,90
1,B13,B28,39.5,0.0281,14
1,B13,B31,41.21,0.0318,90
1,B13,B39,21.4,0.0274,180
1,B13,B40,15.16,0.0274,180
1,B13,B55,9.81,0.0497,30
1,B13,B60,9.38,0.0232,7
1,B13,B62,46.82,0.0102,180
1,B13,B66,47.15,0.0451,14
1,B14,B1,17.43,0.014,90
1,B14,B5,29.67,0.0464,7
1,B14,B20,39.43,0.0394,30
1,B14,B21,10.04,0.0115,30
1,B14,B24,10.88,0.0483,14
1,B14,B25,47.5,0.0179,14
1,B14,B36,48.54,0.0443,30
1,B14,B39,8.94,0.0156,90
1,B14,B42,40.2,0.0167,14
1,B14,B44,30.74,0.0197,14
1,B14,B47,48.92,0.0379,7
1,B14,B49,20.54,0.012,180
1,B15,B0,6.51,0.0323,180
1,B15,B9,25.61,0.0271,14
1,B15,B32,5.74,0.0446,30
1,B15,B35,6.78,0.0205,30
1,B15,B43,35.15,0.0339,90
1,B15,B49,40.34,0.0255,14
1,B15,B55,27.63,0.0487,14
1,B15,B56,46.55,0.0245,14
1,B15,B59,36.62,0.0457,90
1,B15,B66,35.81,0.0167,90
1,B16,B4,18.8,0.0412,30
1,B16,B11,49.01,0.0283,90
1,B16,B27,11.02,0.0119,90
1,B16,B30,8.3,0.0152,90
1,B16,B32,32.04,0.0371,7
1,B16,B34,42.24,0.0449,30
1,B16,B40,8.01,0.0461,90
1,B16,B61,39.79,0.0209,30
1,B16,B64,39.53,0.0475,14
1,B17,B1,8.19,0.0279,90
1,B17,B19,5.26,0.0204,14
1,B17,B27,39.66,0.0146,30
1,B17,B30,17.17,0.0254,14
1,B17,B31,19.51,0.0498,14
1,B17,B37,26.35,0.026,14
1,B17,B44,33.62,0.0465,90
1,B17,B46,47.95,0.0168,7
1,B17,B54,29.07,0.0223,90
1,B17,B55,40.46,0.047,180
1,B17,B59,5.79,0.0159,90
1,B17,B62,48.59,0.0416,7
1,B17,B64,28.43,0.0412,14
1,B17,B65,27.17,0.0295,14
1,B18,B19,22.64,0.0168,14
1,B18,B35,30.93,0.0241,30
1,B18,B45,13.25,0.0301,7
1,B18,B47,30.22,0.0474,7
1,B18,B56,10.05,0.0325,7
1,B19,B6,37.25,0.025,7
1,B19,B9,49.89,0.0377,180
1,B19,B14,26.22,0.049,180
1,B19,B17,11.63,0.0443,14
1,B19,B20,29.6,0.0349,7
1,B19,B22,6.55,0.0198,90
1,B19,B25,8.48,0.0302,30
1,B19,B29,30.93,0.0497,7
1,B19,B40,13.21,0.0202,14
1,B19,B49,40.15,0.0103,30
1,B19,B55,5.25,0.035,90
1,B20,B7,13.03,0.036,180
1,B20,B12,18.85,0.0125,7
1,B20,B18,36.86,0.0215,90
1,B20,B32,14.37,0.0218,90
1,B20,B33,15.23,0.0403,7
1,B20,B38,44.12,0.0228,90
1,B20,B51,39.92,0.022,90
1,B21,B9,36.42,0.0177,14
1,B21,B19,26.59,0.028,7
1,B21,B24,8.45,0.0352,180
1,B21,B28,35.16,0.026,14
1,B21,B33,33.79,0.0269,14
1,B21,B46,39.96,0.0176,7
1,B21,B50,32.19,0.0418,14
1,B21,B52,25.53,0.0376,14
1,B21,B65,45.13,0.0136,30
1,B22,B1,11.62,0.0192,180
1,B22,B3,10.91,0.0112,7
1,B22,B4,18.63,0.0193,14
1,B22,B5,25.22,0.0181,7
1,B22,B8,38.15,0.0402,90
1,B22,B14,34.26,0.0227,14
1,B22,B19,17.87,0.0264,7
1,B22,B23,30.48,0.0392,90
1,B22,B55,45.32,0.0161,7
1,B22,B59,10.61,0.0142,7
1,B23,B5,38.65,0.0171,90
1,B23,B11,27.69,0.028,7
1,B23,B12,9.62,0.031,30
1,B23,B13,6.86,0.0344,30
1,B23,B25,49.85,0.0287,7
1,B23,B30,28.12,0.019,30
1,B23,B33,12.73,0.0314,30
1,B23,B34,8.93,0.0338,14
1,B23,B36,37.16,0.0449,14
1,B23,B53,49.62,0.0387,180
1,B23,B59,15.49,0.0376,14
1,B23,B63,43.58,0.0287,7
1,B23,B66,43.73,0.0298,14
1,B24,B4,21.02,0.0402,14
1,B24,B14,14.72,0.016,90
1,B24,B16,30.23,0.0191,14
1,B24,B18,25.15,0.0475,180
1,B24,B19,11.13,0.0371,30
1,B24,B20,34.48,0.024,180
1,B24,B37,38.62,0.0475,90
1,B24,B44,5.58,0.0161,90
1,B24,B45,8.21,0.0427,14
1,B24,B46,28.51,0.0297,90
1,B24,B48,16.38,0.0389,30
1,B24,B50,38.12,0.0141,14
1,B24,B59,9.32,0.0221,90
1,B24,B63,48.08,0.0348,30
1,B24,B64,37.2,0.0438,180
1,B24,B66,21.31,0.0282,30
1,B25,B3,15.57,0.0497,30
1,B25,B13,21.23,0.0313,90
1,B25,B18,11.6,0.0285,180
1,B25,B31,35.18,0.0111,14
1,B25,B40,7.8,0.0164,14
1,B25,B41,32.34,0.0468,7
1,B25,B55,16.21,0.0167,90
1,B25,B56,13.77,0.0385,90
1,B26,B2,30.19,0.0139,30
1,B26,B27,38.0,0.0416,30
1,B26,B32,46.03,0.0246,180
1,B26,B35,9.62,0.031,14
1,B26,B41,6.99,0.0393,180
1,B26,B42,30.94,0.0447,30
1,B26,B48,49.06,0.03,7
1,B26,B56,35.31,0.0254,180
1,B26,B57,23.47,0.0471,14
1,B26,B60,17.84,0.0372,7
1,B26,B66,41.61,0.0171,90
1,B27,B7,23.4,0.0368,180
1,B27,B14,30.82,0.0342,30
1,B27,B16,27.37,0.0191,7
1,B27,B23,29.03,0.0499,30
1,B27,B25,27.5,0.0115,180
1,B27,B36,29.76,0.0154,30
1,B27,B37,29.48,0.0434,30
1,B27,B42,48.18,0.0267,7
1,B27,B50,12.56,0.0407,7
1,B27,B51,31.92,0.0442,180
1,B27,B54,28.56,0.0457,7
1,B27,B55,43.47,0.0201,180
1,B27,B66,22.42,0.0223,30
1,B28,B38,18.3,0.0108,180
1,B28,B46,47.48,0.0189,7
1,B28,B48,24.9,0.0183,7
1,B28,B56,31.52,0.0368,7
1,B28,B58,11.83,0.048,30
1,B28,B59,5.8,0.0218,30
1,B28,B63,34.82,0.03,90
1,B28,B65,26.29,0.015,90
1,B29,B0,23.66,0.0244,30
1,B29,B3,8.97,0.0362,180
1,B29,B16,30.49,0.0252,180
1,B29,B34,7.08,0.0472,14
1,B29,B38,18.59,0.0481,14
1,B29,B44,33.13,0.0225,180
1,B29,B62,20.06,0.0493,90
1,B29,B65,35.95,0.0219,90
1,B29,B66,39.14,0.043,30
1,B30,B2,29.24,0.0373,180
1,B30,B3,8.73,0.0346,90
1,B30,B5,8.86,0.0354,90
1,B30,B9,49.88,0.0429,14
1,B30,B11,47.53,0.0131,90
1,B30,B13,35.39,0.0317,30
1,B30,B27,38.61,0.0227,180
1,B30,B38,34.37,0.0277,90
1,B30,B45,11.63,0.0136,14
1,B30,B51,26.58,0.0334,30
1,B30,B52,47.36,0.0113,30
1,B30,B62,21.74,0.0301,90
1,B31,B4,25.14,0.0123,14
1,B31,B8,34.09,0.0272,90
1,B31,B9,37.5,0.0494,30
1,B31,B21,18.58,0.0442,7
1,B31,B36,40.92,0.0482,14
1,B31,B39,25.13,0.0186,7
1,B31,B40,15.36,0.0387,90
1,B31,B43,9.77,0.0197,180
1,B31,B46,40.53,0.0157,180
1,B31,B48,44.37,0.0255,180
1,B31,B63,18.25,0.0219,14
1,B32,B3,12.68,0.0306,7
1,B32,B7,6.45,0.0283,14
1,B32,B8,5.47,0.0495,90
1,B32,B10,9.86,0.049,90
1,B32,B17,5.91,0.0483,14
1,B32,B56,5.68,0.0366,7
1,B32,B58,48.85,0.0274,180
1,B32,B60,12.45,0.0239,180
1,B33,B9,43.64,0.0299,90
1,B33,B12,40.49,0.0172,180
1,B33,B14,9.94,0.0294,180
1,B33,B22,5.8,0.0112,180
1,B33,B25,11.01,0.0133,180
1,B33,B36,24.95,0.0432,30
1,B33,B42,46.03,0.0167,7
1,B33,B50,32.92,0.0184,180
1,B33,B51,39.74,0.0322,90
1,B33,B62,45.96,0.0233,7
1,B34,B1,27.67,0.0168,180
1,B34,B14,22.53,0.0437,7
1,B34,B25,49.74,0.0445,7
1,B34,B27,27.8,0.0119,30
1,B34,B32,38.02,0.05,7
1,B34,B45,20.13,0.0283,180
1,B34,B56,47.86,0.0175,90
1,B34,B58,17.17,0.0474,7
1,B35,B6,27.68,0.0325,90
1,B35,B20,20.78,0.0283,30
1,B35,B21,39.29,0.0477,14
1,B35,B24,16.81,0.0115,7
1,B35,B29,22.67,0.0452,90
1,B35,B30,45.36,0.0414,90
1,B35,B31,27.43,0.018,90
1,B35,B52,20.7,0.0383,30
1,B35,B56,44.91,0.0346,14
1,B35,B58,25.87,0.0345,180
1,B35,B59,6.04,0.0248,30
1,B35,B62,45.08,0.043,180
1,B36,B3,42.2,0.0217,90
1,B36,B5,38.28,0.0343,7
1,B36,B13,19.34,0.0288,30
1,B36,B18,12.91,0.0453,180
1,B36,B28,17.47,0.0303,14
1,B36,B38,37.4,0.0185,30
1,B36,B39,21.11,0.0479,14
1,B36,B42,37.24,0.0277,180
1,B36,B54,27.15,0.0338,180
1,B36,B63,33.16,0.0271,30
1,B36,B66,26.91,0.0308,30
1,B37,B11,42.04,0.023,180
1,B37,B16,18.06,0.0391,14
1,B37,B28,31.97,0.045,30
1,B37,B34,22.14,0.0168,7
1,B37,B44,31.2,0.0478,14
1,B37,B45,23.26,0.0288,180
1,B37,B47,13.17,0.0228,7
1,B37,B51,8.36,0.0153,90
1,B37,B55,40.36,0.0176,7
1,B37,B64,15.26,0.0483,30
1,B37,B65,21.78,0.0231,7
1,B38,B5,36.48,0.0337,14
1,B38,B7,14.47,0.0453,30
1,B38,B8,47.08,0.0149,7
1,B38,B13,9.79,0.0318,14
1,B38,B16,25.41,0.0192,180
1,B38,B17,29.93,0.0125,7
1,B38,B37,7.12,0.0143,180
1,B38,B39,30.4,0.0354,90
1,B38,B50,17.9,0.022,180
1,B38,B55,25.74,0.0463,14
1,B38,B63,5.02,0.0194,90
1,B39,B0,25.73,0.0177,7
1,B39,B4,15.44,0.0316,7
1,B39,B23,10.57,0.0179,30
1,B39,B29,23.51,0.0261,14
1,B39,B34,22.21,0.0143,180
1,B39,B51,41.41,0.0304,180
1,B39,B54,40.83,0.0447,14
1,B39,B60,12.18,0.0246,14
1,B39,B65,45.31,0.0386,90
1,B40,B6,48.06,0.0427,14
1,B40,B12,13.97,0.0456,14
1,B40,B15,8.57,0.0242,180
1,B40,B16,49.06,0.032,7
1,B40,B30,16.22,0.0348,180
1,B40,B31,35.08,0.0448,7
1,B40,B38,41.13,0.0266,7
1,B40,B45,39.98,0.0311,180
1,B40,B53,7.77,0.0127,7
1,B40,B56,39.61,0.0446,14
1,B41,B1,45.81,0.0239,90
1,B41,B2,49.84,0.0206,7
1,B41,B35,28.05,0.0334,90
1,B41,B40,37.47,0.019,14
1,B41,B59,18.84,0.0268,30
1,B41,B64,19.98,0.0469,180
1,B42,B3,44.09,0.0141,90
1,B42,B5,20.33,0.0115,7
1,B42,B8,43.74,0.0302,180
1,B42,B23,15.88,0.0295,30
1,B42,B24,29.77,0.0274,90
1,B42,B30,46.97,0.0299,90
1,B42,B35,40.71,0.0146,14
1,B42,B43,16.04,0.0405,14
1,B43,B0,43.67,0.0377,14
1,B43,B5,6.55,0.0139,14
1,B43,B25,45.55,0.043,180
1,B43,B26,47.56,0.0349,90
1,B43,B35,43.58,0.0449,14
1,B43,B41,40.58,0.0285,7
1,B43,B42,30.15,0.0105,30
1,B43,B65,31.95,0.0263,7
1,B44,B5,13.63,0.0427,7
1,B44,B12,23.3,0.0464,90
1,B44,B13,23.02,0.0242,30
1,B44,B16,7.24,0.0433,180
1,B44,B23,27.4,0.0271,7
1,B44,B47,10.54,0.0167,180
1,B44,B53,24.08,0.032,7
1,B44,B64,18.93,0.0132,7
1,B45,B5,39.02,0.0496,90
1,B45,B11,19.12,0.0256,30
1,B45,B23,6.83,0.0266,30
1,B45,B33,9.48,0.041,90
1,B45,B35,9.38,0.0423,90
1,B45,B42,6.64,0.0254,30
1,B45,B47,10.25,0.021,30
1,B45,B53,45.19,0.0394,14
1,B45,B57,34.3,0.0404,30
1,B45,B59,39.77,0.0399,30
1,B46,B15,47.0,0.0262,7
1,B46,B16,11.86,0.0263,7
1,B46,B24,25.64,0.0371,7
1,B46,B26,46.45,0.0111,14
1,B46,B45,43.95,0.027,14
1,B46,B48,7.1,0.0269,7
1,B46,B51,22.2,0.0186,7
1,B46,B60,23.18,0.0449,14
1,B46,B66,20.76,0.0404,30
1,B47,B11,38.1,0.0303,30
1,B47,B17,30.23,0.0243,30
1,B47,B23,28.4,0.0475,90
1,B47,B32,37.34,0.03,180
1,B47,B35,37.25,0.0248,30
1,B47,B40,39.54,0.0374,30
1,B47,B59,5.43,0.0471,90
1,B47,B66,21.63,0.0255,180
1,B48,B9,11.63,0.0249,14
1,B48,B11,20.59,0.0413,30
1,B48,B19,40.56,0.0151,7
1,B48,B26,29.09,0.0223,7
1,B48,B30,43.32,0.0246,30
1,B48,B32,26.72,0.0279,7
1,B48,B37,21.81,0.0317,7
1,B48,B40,41.43,0.025,7
1,B48,B42,37.79,0.0281,14
1,B48,B57,11.37,0.0168,7
1,B49,B8,44.72,0.0104,7
1,B49,B11,37.23,0.0188,180
1,B49,B12,10.09,0.0406,30
1,B49,B32,5.3,0.0232,7
1,B49,B44,7.4,0.0108,30
1,B49,B47,23.15,0.041,90
1,B49,B55,20.65,0.0117,180
1,B49,B56,20.74,0.0377,30
1,B49,B58,44.47,0.0289,7
1,B49,B59,16.11,0.0236,7
1,B49,B64,35.0,0.0296,90
1,B50,B11,29.19,0.0366,90
1,B50,B24,41.26,0.0106,7
1,B50,B29,33.03,0.044,90
1,B50,B37,8.33,0.0311,90
1,B50,B41,25.21,0.0301,180
1,B50,B43,15.61,0.0285,90
1,B50,B49,17.35,0.0447,30
1,B50,B51,45.64,0.0462,30
1,B50,B57,46.68,0.029,7
1,B50,B66,25.1,0.034,180
1,B51,B18,5.97,0.0339,14
1,B51,B19,33.43,0.0318,30
1,B51,B22,46.62,0.0306,90
1,B51,B24,35.06,0.0272,14
1,B51,B26,7.68,0.0307,180
1,B51,B29,48.37,0.0262,30
1,B51,B35,14.78,0.0212,180
1,B51,B37,23.01,0.0455,180
1,B51,B45,27.85,0.0229,7
1,B51,B49,33.79,0.0346,90
1,B51,B57,19.07,0.0305,30
1,B51,B60,27.93,0.0195,30
1,B51,B64,21.18,0.0342,90
1,B51,B65,32.28,0.03,14
1,B52,B0,6.4,0.0358,90
1,B52,B3,36.42,0.013,30
1,B52,B10,43.24,0.035,30
1,B52,B16,15.75,0.0251,30
1,B52,B17,42.95,0.0457,180
1,B52,B47,49.99,0.0165,14
1,B52,B48,15.07,0.0111,30
1,B52,B65,24.96,0.0198,14
1,B53,B0,13.37,0.0209,7
1,B53,B10,47.2,0.0341,30
1,B53,B21,23.8,0.043,180
1,B53,B30,6.18,0.024,7
1,B53,B47,39.97,0.0159,14
1,B53,B54,29.01,0.029,180
1,B53,B58,24.35,0.0109,7
1,B54,B3,42.69,0.0129,180
1,B54,B5,29.33,0.022,30
1,B54,B26,11.18,0.0221,14
1,B54,B30,34.67,0.0341,7
1,B54,B34,23.54,0.0292,30
1,B54,B35,36.23,0.0399,14
1,B54,B37,13.06,0.0385,14
1,B54,B60,40.07,0.033,14
1,B54,B65,21.73,0.0264,90
1,B55,B3,46.2,0.0292,14
1,B55,B5,13.47,0.0138,14
1,B55,B11,14.76,0.0269,30
1,B55,B15,37.41,0.0105,7
1,B55,B19,15.76,0.0499,14
1,B55,B21,23.99,0.0344,180
1,B55,B36,15.19,0.0254,14
1,B55,B53,26.47,0.0451,180
1,B55,B56,9.28,0.0367,30
1,B55,B61,30.29,0.0175,180
1,B55,B65,47.55,0.035,14
1,B56,B2,47.92,0.0418,90
1,B56,B13,9.07,0.0421,14
1,B56,B14,25.19,0.0282,7
1,B56,B28,12.55,0.0439,14
1,B56,B31,31.01,0.0359,7
1,B56,B35,49.95,0.0492,180
1,B56,B36,8.99,0.0123,7
1,B56,B44,24.24,0.0341,14
1,B56,B52,23.16,0.0471,7
1,B56,B61,12.7,0.0132,14
1,B56,B63,14.33,0.0261,180
1,B57,B15,10.18,0.0152,30
1,B57,B21,34.6,0.0268,14
1,B57,B24,34.26,0.0105,7
1,B57,B33,39.69,0.0485,180
1,B57,B44,19.68,0.0362,30
1,B57,B45,30.49,0.0232,30
1,B57,B47,34.09,0.0327,180
1,B57,B48,35.98,0.0248,90
1,B57,B49,33.24,0.0195,14
1,B57,B53,45.74,0.0361,7
1,B58,B4,10.75,0.0328,90
1,B58,B21,15.19,0.0452,14
1,B58,B22,36.76,0.0454,30
1,B58,B38,35.89,0.0489,90
1,B58,B55,10.39,0.0163,14
1,B59,B0,23.26,0.0106,90
1,B59,B2,5.99,0.0354,7
1,B59,B5,15.11,0.0322,14
1,B59,B7,47.71,0.0299,7
1,B59,B12,13.96,0.0432,90
1,B59,B19,22.17,0.0127,90
1,B59,B23,32.61,0.021,30
1,B59,B41,17.52,0.018,7
1,B59,B42,47.32,0.0273,30
1,B59,B44,13.49,0.0152,30
1,B59,B46,30.55,0.0264,7
1,B59,B47,37.6,0.046,90
1,B59,B48,29.3,0.012,14
1,B59,B58,8.86,0.0153,14
1,B59,B63,7.49,0.0111,14
1,B60,B6,10.68,0.0258,180
1,B60,B10,19.48,0.0205,90
1,B60,B11,25.94,0.0225,90
1,B60,B13,33.15,0.0122,7
1,B60,B15,23.61,0.0164,14
1,B60,B19,28.5,0.0337,180
1,B60,B21,27.85,0.0457,30
1,B60,B29,48.48,0.026,30
1,B60,B38,20.38,0.0466,14
1,B60,B43,22.87,0.0123,7
1,B60,B57,40.04,0.0141,7
1,B60,B66,31.56,0.0479,7
1,B61,B0,36.1,0.0104,90
1,B61,B7,40.87,0.0181,14
1,B61,B13,28.55,0.0135,180
1,B61,B26,35.41,0.0175,90
1,B61,B31,37.48,0.0334,7
1,B61,B55,13.9,0.0481,14
1,B61,B60,49.18,0.0375,180
1,B61,B66,8.44,0.018,7
1,B62,B3,26.5,0.0133,30
1,B62,B9,7.81,0.0447,90
1,B62,B23,6.57,0.0279,180
1,B62,B26,39.84,0.0275,30
1,B62,B31,39.7,0.0127,180
1,B62,B37,27.1,0.0104,14
1,B62,B47,8.17,0.0444,7
1,B62,B61,21.17,0.0276,90
1,B62,B63,13.02,0.0387,180
1,B63,B6,40.91,0.0104,14
1,B63,B25,35.27,0.021,90
1,B63,B38,36.51,0.0114,180
1,B63,B46,35.34,0.0167,30
1,B63,B48,48.52,0.0259,90
1,B63,B61,15.81,0.0254,180
1,B64,B3,47.05,0.0191,14
1,B64,B7,6.98,0.0276,14
1,B64,B20,27.03,0.0178,14
1,B64,B30,20.43,0.0166,90
1,B64,B31,37.21,0.0123,90
1,B64,B35,17.44,0.0136,30
1,B64,B44,41.37,0.0409,30
1,B64,B45,28.55,0.0405,90
1,B64,B46,18.1,0.0181,30
1,B64,B57,46.65,0.0466,7
1,B65,B6,39.29,0.0323,7
1,B65,B8,39.08,0.038,180
1,B65,B33,30.47,0.0343,30
1,B65,B35,7.69,0.0104,14
1,B65,B55,6.73,0.0172,180
1,B65,B63,26.78,0.0166,30
1,B66,B6,22.93,0.0444,7
1,B66,B8,45.1,0.0291,14
1,B66,B11,17.03,0.018,90
1,B66,B28,16.75,0.0188,14
1,B66,B37,18.6,0.0123,14
1,B66,B39,7.82,0.0426,7
1,B66,B42,37.82,0.0268,90
1,B66,B44,42.75,0.0134,180
2,B0,B21,6.5,0.0379,180
2,B0,B28,26.82,0.0238,180
2,B0,B34,43.02,0.0139,180
2,B0,B42,30.23,0.0317,7
2,B0,B45,47.13,0.0385,30
2,B1,B3,17.4,0.027,7
2,B1,B4,32.18,0.0432,30
2,B1,B7,20.59,0.0412,7
2,B1,B11,5.64,0.0173,14
2,B1,B14,13.71,0.0117,7
2,B1,B18,8.87,0.0313,14
2,B1,B29,15.5,0.022,180
2,B1,B53,25.03,0.0189,90
2,B1,B57,33.38,0.018,14
2,B1,B63,13.98,0.0109,30
2,B1,B65,39.48,0.0219,7
2,B1,B66,19.68,0.0267,180
2,B2,B14,31.84,0.0114,90
2,B2,B19,32.98,0.0375,30
2,B2,B26,7.16,0.0341,90
2,B2,B38,39.65,0.0366,30
2,B2,B65,26.2,0.0239,14
2,B3,B1,47.68,0.0355,14
2,B3,B5,32.76,0.0274,30
2,B3,B13,7.28,0.0401,30
2,B3,B23,7.06,0.0195,7
2,B3,B33,20.32,0.0285,30
2,B3,B37,22.5,0.0167,14
2,B3,B42,25.34,0.0459,30
2,B3,B43,22.35,0.0432,30
2,B3,B56,45.71,0.021,30
2,B3,B59,36.08,0.024,7
2,B3,B63,20.12,0.0218,30
2,B3,B66,20.12,0.015,7
2,B4,B3,12.8,0.0145,30
2,B4,B12,11.73,0.0407,14
2,B4,B13,12.53,0.0477,180
2,B4,B21,46.46,0.0261,30
2,B4,B25,47.29,0.0226,180
2,B4,B39,31.7,0.0151,7
2,B4,B41,39.9,0.0214,14
2,B4,B46,41.35,0.0342,14
2,B4,B49,33.39,0.0206,30
2,B4,B50,40.28,0.0438,180
2,B4,B52,26.84,0.0407,90
2,B4,B53,30.08,0.0207,90
2,B4,B54,30.77,0.0218,180
2,B4,B56,29.77,0.0233,30
2,B4,B63,24.21,0.0211,7
2,B5,B1,21.64,0.0129,7
2,B5,B4,26.02,0.0302,14
2,B5,B8,25.34,0.0106,180
2,B5,B29,8.74,0.0176,30
2,B5,B30,9.18,0.0236,180
2,B5,B34,28.77,0.0467,90
2,B5,B36,14.49,0.0229,14
2,B5,B40,19.02,0.0168,90
2,B5,B54,9.46,0.033,14
2,B5,B59,9.51,0.0268,7
2,B5,B61,18.02,0.0127,7
2,B6,B0,39.14,0.0247,7
2,B6,B18,14.91,0.0218,180
2,B6,B41,34.93,0.0141,30
2,B6,B50,44.01,0.0383,7
2,B6,B54,31.13,0.0422,14
2,B6,B58,38.97,0.0108,7
2,B7,B18,12.4,0.0127,30
2,B7,B33,17.97,0.0271,180
2,B7,B35,16.98,0.0305,7
2,B7,B40,45.75,0.0424,14
2,B7,B42,13.36,0.0123,180
2,B7,B51,34.77,0.0383,7
2,B7,B53,22.37,0.0113,30
2,B7,B61,16.89,0.0231,14
2,B8,B1,16.71,0.0239,7
2,B8,B2,29.83,0.0288,30
2,B8,B12,10.99,0.0339,90
2,B8,B17,42.27,0.0247,90
2,B8,B28,47.26,0.0499,90
2,B8,B48,40.45,0.0265,7
2,B8,B59,42.63,0.0338,7
2,B8,B62,48.28,0.0279,7
2,B8,B65,35.25,0.0396,30
2,B9,B16,37.85,0.0333,30
2,B9,B17,38.3,0.0126,90
2,B9,B23,27.66,0.036,14
2,B9,B27,47.63,0.0304,7
2,B9,B34,37.36,0.0128,30
2,B9,B50,12.99,0.0428,14
2,B9,B58,9.68,0.0226,30
2,B9,B61,36.93,0.0417,14
2,B10,B9,46.87,0.0398,30
2,B10,B13,46.85,0.0166,180
2,B10,B25,26.23,0.013,90
2,B10,B34,20.27,0.0363,180
2,B10,B45,43.78,0.0465,7
2,B10,B47,46.54,0.026,14
2,B10,B50,34.42,0.0181,30
2,B10,B57,24.81,0.0139,7
2,B10,B60,22.23,0.0446,7
2,B10,B64,9.73,0.0211,30
2,B11,B21,39.2,0.014,90
2,B11,B26,40.34,0.0185,14
2,B11,B28,32.59,0.0136,30
2,B11,B38,23.61,0.0198,90
2,B11,B48,40.45,0.0288,14
2,B11,B52,29.69,0.0359,14
2,B11,B55,48.99,0.0298,30
2,B11,B60,9.92,0.0489,180
2,B11,B61,43.63,0.0494,14
2,B11,B62,21.35,0.0486,14
2,B11,B65,41.3,0.041,7
2,B12,B9,39.8,0.0464,180
2,B12,B17,27.32,0.0169,14
2,B12,B25,11.52,0.0144,180
2,B12,B40,45.38,0.04,30
2,B12,B45,46.3,0.0233,180
2,B12,B63,37.98,0.0435,7
2,B13,B4,28.2,0.0118,30
2,B13,B9,37.98,0.0147,90
2,B13,B20,22.29,0.0422,14
2,B13,B21,12.18,0.0461,30
2,B13,B24,13.58,0.0351,90
2,B13,B25,26.12,0.0351,180
2,B13,B27,38.48,0.0294,14
2,B13,B28,29.53,0.0145,7
2,B13,B45,31.85,0.026,14
2,B13,B47,7.98,0.0376,30
2,B13,B50,38.6,0.0128,14
